"","1","2","3","4","5"
"Probability recommended as MTD30",0.66,0.3192,0.0208,0,0
"Probability of clinician DLT31",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT31",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD31",0.6592,0.3176,0.0224,8e-04,0
"Probability of clinician DLT32",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT32",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD32",0.6632,0.3216,0.0152,0,0
"Probability of clinician DLT33",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT33",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD33",0.6848,0.2992,0.0152,8e-04,0
"Probability of clinician DLT34",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT34",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD34",0.7128,0.28,0.0072,0,0
"Probability of clinician DLT35",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT35",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD35",0.8504,0.1464,0.0032,0,0
