"","1","2","3","4","5"
"Probability of clinician DLT31",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT31",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD31",0.7784,0.2184,0.0016,0,0
"Probability of clinician DLT32",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT32",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD32",0.772,0.224,0.004,0,0
"Probability of clinician DLT33",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT33",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD33",0.768,0.2272,0.004,0,0
"Probability of clinician DLT34",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT34",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD34",0.7832,0.2128,0.004,0,0
"Probability of clinician DLT35",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT35",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD35",0.8744,0.1224,0.0016,0,0
