"","1","2","3","4","5"
"Probability of clinician DLT32",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.179,0.5566,0.184,0.0022,0
"Probability of clinician DLT33",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.1488,0.507,0.2624,0.0056,0
"Probability of clinician DLT34",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.1496,0.5084,0.2592,0.0052,0
"Probability of clinician DLT35",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1328,0.502,0.2754,0.0114,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.4712,0.1828,0.0042,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.535,0.126,0.0024,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.4036,0.2484,0.0066,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.4238,0.2376,0.0036,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.3744,0.2848,0.0116,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.3676,0.2876,0.0084,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.355,0.3022,0.013,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.3578,0.3008,0.0118,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.3396,0.316,0.0158,0,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.299,0.0084,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.2982,0.0072,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.2948,0.0124,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.303,0.0104,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.3168,0.0166,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.314,0.017,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.3128,0.0188,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.3132,0.019,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2904,0.019,0,0,0
