"","1","2","3","4","5"
"Probability of patient DLT30",0.04,0.09,0.17,0.2,0.25
"Probability recommended as MTD30",0.5736,0.3704,0.0536,0.0024,0
"Probability of clinician DLT31",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT31",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD31",0.5576,0.3872,0.0496,0.0048,8e-04
"Probability of clinician DLT32",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT32",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD32",0.568,0.3832,0.0472,0.0016,0
"Probability of clinician DLT33",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT33",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD33",0.5808,0.3736,0.0448,8e-04,0
"Probability of clinician DLT34",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT34",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD34",0.6152,0.3608,0.0232,8e-04,0
"Probability of clinician DLT35",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT35",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD35",0.7688,0.2264,0.0048,0,0
