"","1","2","3","4","5"
"Probability recommended as MTD30",0.7472,0.2472,0.0048,0,0
"Probability of clinician DLT31",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT31",0.09,0.17,0.2,0.25,0.35
"Probability recommended as MTD31",0.7304,0.2656,0.004,0,0
"Probability of clinician DLT32",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT32",0.17,0.2,0.25,0.35,0.5
"Probability recommended as MTD32",0.7384,0.256,0.0056,0,0
"Probability of clinician DLT33",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT33",0.2,0.25,0.35,0.5,0.65
"Probability recommended as MTD33",0.7376,0.26,8e-04,0,0
"Probability of clinician DLT34",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT34",0.25,0.35,0.5,0.65,0.8
"Probability recommended as MTD34",0.7744,0.2232,0.0024,0,0
"Probability of clinician DLT35",0.25,0.4,0.55,0.6,0.7
"Probability of patient DLT35",0.35,0.5,0.65,0.8,0.85
"Probability recommended as MTD35",0.9072,0.0928,0,0,0
