"","1","2","3","4","5"
"Probability of clinician DLT32",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.265,0.524,0.1012,6e-04,0
"Probability of clinician DLT33",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.2184,0.5266,0.1344,0.0022,0
"Probability of clinician DLT34",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.2208,0.5246,0.1344,0.002,0
"Probability of clinician DLT35",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1986,0.5246,0.1592,0.0044,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.4702,0.0632,8e-04,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.497,0.0488,4e-04,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.4142,0.1346,0.0014,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.4082,0.131,6e-04,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.361,0.1758,0.0032,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.3678,0.1686,0.0048,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.3492,0.193,0.0046,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.3484,0.195,0.0052,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.3398,0.2094,0.0068,0,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.2262,0.001,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.2382,0.002,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.2292,0.0064,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.2256,0.0058,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.2338,0.0094,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.2268,0.0096,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.2278,0.0102,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2272,0.01,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2312,0.0112,0,0,0
