"","1","2","3","4","5"
"Probability of efficacy24",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD24",0.0856,0.4416,0.3712,0.06,0
"Probability of clinician DLT25",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy25",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD25",0.0872,0.4392,0.3768,0.0552,0
"Probability of clinician DLT26",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy26",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD26",0.0688,0.356,0.4136,0.1272,8e-04
"Probability of clinician DLT27",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy27",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD27",0.6344,0.2256,0.0448,0,0
"Probability of clinician DLT28",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy28",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD28",0.6544,0.1976,0.0408,0.0016,0
"Probability of clinician DLT29",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy29",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD29",0.4184,0.4248,0.0664,0,0
"Probability of clinician DLT30",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy30",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD30",0.408,0.4368,0.052,0.0024,0
"Probability of clinician DLT31",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy31",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD31",0.2424,0.4944,0.156,0.0016,0
"Probability of clinician DLT32",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.2472,0.5024,0.148,0.0016,0
"Probability of clinician DLT33",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.1912,0.5168,0.1952,0.008,0
"Probability of clinician DLT34",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.1912,0.5168,0.1952,0.008,0
"Probability of clinician DLT35",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.164,0.4496,0.2792,0.0112,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.5736,0.1288,0.0024,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.588,0.1136,0.004,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.4464,0.2576,0.0024,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.4936,0.2424,8e-04,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.3904,0.3088,0.0112,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.3664,0.3248,0.0096,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.3424,0.3592,0.0272,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.3424,0.3592,0.0272,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.3064,0.3928,0.0256,0,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.3592,0.0096,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.3488,0.0048,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.3352,0.0216,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.3232,0.0232,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.3256,0.0328,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.3256,0.0328,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.3376,0.048,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.3376,0.048,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.3048,0.0408,0,0,0
