"","1","2","3","4","5"
"Probability of efficacy24",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD24",0.056,0.3472,0.4464,0.1112,0
"Probability of clinician DLT25",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy25",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD25",0.056,0.348,0.4472,0.1096,0
"Probability of clinician DLT26",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy26",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD26",0.0416,0.2744,0.4432,0.1904,0.008
"Probability of clinician DLT27",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy27",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD27",0.6248,0.22,0.0712,8e-04,0
"Probability of clinician DLT28",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy28",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD28",0.6912,0.1648,0.0376,0.0024,0
"Probability of clinician DLT29",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy29",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD29",0.348,0.456,0.0944,8e-04,0
"Probability of clinician DLT30",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy30",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD30",0.3728,0.4816,0.0576,8e-04,0
"Probability of clinician DLT31",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy31",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD31",0.1896,0.4968,0.2288,0,0
"Probability of clinician DLT32",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.1856,0.5256,0.2008,0.0016,0
"Probability of clinician DLT33",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.1256,0.4256,0.3272,0.0192,0
"Probability of clinician DLT34",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.1256,0.4256,0.3272,0.0192,0
"Probability of clinician DLT35",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1056,0.42,0.3464,0.0304,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.5792,0.1448,0.0088,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.6224,0.0992,0.008,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.4152,0.3128,0.008,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.4064,0.308,0.0072,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.3048,0.3784,0.0376,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.3032,0.3752,0.0392,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.252,0.4384,0.0528,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.252,0.4384,0.0528,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.2624,0.432,0.0552,0,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.368,0.016,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.3592,0.0088,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.3288,0.0512,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.344,0.044,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.284,0.0736,8e-04,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.3016,0.0624,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.2944,0.0696,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2944,0.0696,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.3176,0.0664,0,0,0
