"","1","2","3","4","5"
"Probability of clinician DLT24",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy24",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD24",0.0366,0.2392,0.424,0.2156,0.015
"Probability of clinician DLT25",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy25",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD25",0.0366,0.2394,0.4252,0.2174,0.0118
"Probability of clinician DLT26",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy26",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD26",0.037,0.24,0.4168,0.2276,0.0164
"Probability of clinician DLT27",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy27",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD27",0.1284,0.4242,0.301,0.0118,4e-04
"Probability of clinician DLT28",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy28",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD28",0.1332,0.4322,0.2746,0.0198,0
"Probability of clinician DLT29",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy29",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD29",0.1222,0.424,0.302,0.0138,0
"Probability of clinician DLT30",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy30",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD30",0.1276,0.4606,0.2626,0.0194,0
"Probability of clinician DLT31",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy31",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD31",0.1304,0.3764,0.338,0.0164,0
"Probability of clinician DLT32",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.1264,0.3848,0.3378,0.0148,0
"Probability of clinician DLT33",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.1136,0.3888,0.3302,0.0292,2e-04
"Probability of clinician DLT34",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.1136,0.389,0.3306,0.0288,0
"Probability of clinician DLT35",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1164,0.3864,0.329,0.0298,2e-04
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.2536,0.3676,0.0286,2e-04,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.2502,0.3704,0.0336,2e-04,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.245,0.3768,0.0318,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.264,0.3636,0.028,2e-04,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.2462,0.3716,0.0428,2e-04,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.2448,0.371,0.0432,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.255,0.3644,0.039,4e-04,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.255,0.3642,0.0392,4e-04,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.2552,0.3728,0.0388,2e-04,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.2472,0.0462,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.259,0.0378,4e-04,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.2562,0.0492,6e-04,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.257,0.043,4e-04,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.2528,0.0482,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.2534,0.0502,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.2552,0.0446,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2554,0.0446,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2632,0.0432,2e-04,0,0
