"","1","2","3","4","5"
"Probability of clinician DLT24",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy24",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD24",0.0334,0.2314,0.426,0.2236,0.0198
"Probability of clinician DLT25",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy25",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD25",0.0334,0.232,0.4334,0.222,0.0128
"Probability of clinician DLT26",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy26",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD26",0.0358,0.2188,0.4002,0.252,0.025
"Probability of clinician DLT27",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy27",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD27",0.1426,0.4584,0.2486,0.0098,0
"Probability of clinician DLT28",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy28",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD28",0.171,0.4642,0.2024,0.0128,0
"Probability of clinician DLT29",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy29",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD29",0.116,0.471,0.2632,0.0114,0
"Probability of clinician DLT30",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy30",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD30",0.1316,0.5054,0.2062,0.012,0
"Probability of clinician DLT31",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy31",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD31",0.123,0.3862,0.3346,0.015,0
"Probability of clinician DLT32",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.1172,0.4038,0.3266,0.012,4e-04
"Probability of clinician DLT33",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.1106,0.378,0.3316,0.0278,0
"Probability of clinician DLT34",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.1118,0.377,0.3316,0.0276,2e-04
"Probability of clinician DLT35",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1082,0.385,0.3316,0.0338,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.2646,0.3562,0.0196,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.279,0.3376,0.0218,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.2452,0.3748,0.0296,2e-04,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.2484,0.371,0.0244,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.2442,0.3616,0.0416,2e-04,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.2384,0.3624,0.0412,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.2374,0.3632,0.04,2e-04,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.2372,0.3634,0.04,2e-04,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.2468,0.3616,0.0394,2e-04,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.2496,0.039,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.2556,0.0312,4e-04,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.2498,0.0432,4e-04,2e-04,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.2444,0.0404,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.2364,0.0442,6e-04,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.2416,0.0452,4e-04,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.2458,0.041,4e-04,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2472,0.0414,4e-04,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2472,0.043,4e-04,0,0
