"","1","2","3","4","5"
"Probability of clinician DLT24",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy24",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD24",0.0426,0.2378,0.4418,0.2196,0.0198
"Probability of clinician DLT25",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy25",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD25",0.0452,0.2462,0.4444,0.2126,0.0128
"Probability of clinician DLT26",0.12,0.15,0.2,0.25,0.4
"Probability of efficacy26",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD26",0.0294,0.1868,0.4034,0.2992,0.0404
"Probability of clinician DLT27",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy27",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD27",0.4372,0.3128,0.1318,0.0056,2e-04
"Probability of clinician DLT28",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy28",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD28",0.6154,0.2026,0.0706,0.0042,0
"Probability of clinician DLT29",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy29",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD29",0.2622,0.4754,0.1592,0.0044,0
"Probability of clinician DLT30",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy30",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD30",0.2974,0.4994,0.097,0.0058,0
"Probability of clinician DLT31",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy31",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD31",0.1488,0.4516,0.2842,0.0112,2e-04
"Probability of clinician DLT32",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.1672,0.4468,0.277,0.0068,0
"Probability of clinician DLT33",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.1166,0.3872,0.3572,0.0342,2e-04
"Probability of clinician DLT34",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.118,0.392,0.3534,0.0316,2e-04
"Probability of clinician DLT35",0.15,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1036,0.3672,0.3806,0.0442,8e-04
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.456,0.2238,0.0114,4e-04,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.5388,0.13,0.0082,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.3436,0.349,0.0172,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.3594,0.3248,0.01,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.268,0.3922,0.0402,4e-04,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.2816,0.3788,0.036,2e-04,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.2506,0.3866,0.0562,2e-04,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.2506,0.382,0.0568,2e-04,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.6
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.2458,0.3988,0.058,4e-04,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.3216,0.0216,4e-04,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.3228,0.0138,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.2926,0.0462,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.2936,0.041,4e-04,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.2788,0.0522,4e-04,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.2864,0.0514,4e-04,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.274,0.0606,4e-04,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2784,0.0598,4e-04,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.6,0.7
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2788,0.061,0.0012,0,0
