"","1","2","3","4","5"
"Probability of clinician DLT32",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.2716,0.4992,0.1014,6e-04,0
"Probability of clinician DLT33",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.213,0.49,0.1682,0.0042,0
"Probability of clinician DLT34",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.2134,0.4942,0.1662,0.0038,0
"Probability of clinician DLT35",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.1884,0.497,0.1768,0.008,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.478,0.078,0.0012,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.5008,0.0548,0.0028,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.3922,0.158,0.0024,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.4082,0.1532,0.001,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.3552,0.1962,0.0054,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.356,0.1998,0.0094,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.3458,0.221,0.011,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.3474,0.22,0.0106,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.313,0.238,0.014,0,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.2468,0.0038,0,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.2526,0.0032,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.245,0.0114,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.247,0.0096,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.2468,0.0158,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.241,0.017,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.2364,0.0174,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2362,0.0174,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2398,0.0198,0,0,0
