"","1","2","3","4","5"
"Probability of clinician DLT32",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.309,0.455,0.1142,0.0016,0
"Probability of clinician DLT33",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.2748,0.4566,0.1406,0.0032,2e-04
"Probability of clinician DLT34",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.2758,0.4574,0.1412,0.003,0
"Probability of clinician DLT35",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.2326,0.4752,0.163,0.0058,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.4416,0.1234,0.003,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.4914,0.0612,4e-04,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.3794,0.169,0.0038,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.3964,0.1634,0.0024,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.3534,0.192,0.008,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.3498,0.2036,0.0058,2e-04,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.3376,0.2194,0.0112,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.3376,0.219,0.011,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.3306,0.2322,0.01,2e-04,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.2518,0.0086,2e-04,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.2412,0.003,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.2406,0.0114,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.2418,0.012,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.2516,0.0146,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.2426,0.015,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.2488,0.0138,0,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.2488,0.0138,0,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.2388,0.016,0,0,0
