"","1","2","3","4","5"
"Probability of clinician DLT32",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy32",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD32",0.275,0.5008,0.1682,8e-04,0
"Probability of clinician DLT33",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy33",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD33",0.2614,0.4776,0.1934,0.0086,0
"Probability of clinician DLT34",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy34",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD34",0.261,0.479,0.1932,0.0082,0
"Probability of clinician DLT35",0.1,0.2,0.25,0.4,0.55
"Probability of efficacy35",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD35",0.2082,0.519,0.2094,0.0078,0
"Probability of clinician DLT36",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy36",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD36",0.5094,0.1742,0.0052,0,0
"Probability of clinician DLT37",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy37",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD37",0.5904,0.0858,0.0022,0,0
"Probability of clinician DLT38",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy38",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD38",0.4252,0.2496,0.0056,0,0
"Probability of clinician DLT39",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy39",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD39",0.4578,0.2302,0.0038,0,0
"Probability of clinician DLT40",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy40",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD40",0.3954,0.2764,0.0114,0,0
"Probability of clinician DLT41",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy41",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD41",0.3984,0.2732,0.0106,0,0
"Probability of clinician DLT42",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy42",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD42",0.3748,0.3096,0.012,0,0
"Probability of clinician DLT43",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy43",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD43",0.3748,0.3096,0.012,0,0
"Probability of clinician DLT44",0.2,0.25,0.4,0.55,0.7
"Probability of efficacy44",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD44",0.3788,0.3142,0.0154,0,0
"Probability of clinician DLT45",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy45",0.63,0.63,0.63,0.63,0.63
"Probability recommended as MTD45",0.337,0.0156,2e-04,0,0
"Probability of clinician DLT46",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy46",0.63,0.5,0.38,0.25,0.13
"Probability recommended as MTD46",0.3596,0.0068,0,0,0
"Probability of clinician DLT47",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy47",0.5,0.63,0.63,0.63,0.63
"Probability recommended as MTD47",0.3332,0.0254,0,0,0
"Probability of clinician DLT48",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy48",0.5,0.63,0.5,0.38,0.25
"Probability recommended as MTD48",0.337,0.0188,0,0,0
"Probability of clinician DLT49",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy49",0.38,0.5,0.63,0.63,0.63
"Probability recommended as MTD49",0.342,0.0232,0,0,0
"Probability of clinician DLT50",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy50",0.38,0.5,0.63,0.5,0.38
"Probability recommended as MTD50",0.3306,0.0248,0,0,0
"Probability of clinician DLT51",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy51",0.25,0.38,0.5,0.63,0.63
"Probability recommended as MTD51",0.3284,0.0262,2e-04,0,0
"Probability of clinician DLT52",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy52",0.25,0.38,0.5,0.63,0.5
"Probability recommended as MTD52",0.3284,0.0262,2e-04,0,0
"Probability of clinician DLT53",0.25,0.4,0.55,0.7,0.8
"Probability of efficacy53",0.13,0.25,0.38,0.5,0.63
"Probability recommended as MTD53",0.3486,0.028,0,0,0
